Job Description,Minimum Qual Requirements,Preferred Skills,Additional Information,To Apply,Hours/Shift,Work Location,Residency Requirement,Recruitment Contact,jobNum
441948
"1.  Perform field investigations at any of the NYCHA Developments throughout the five boroughs in areas such as apartments, maintenance areas, crawl spaces, public spaces, roofs, elevator machine rooms, boiler and tank rooms, roof tanks, excavated below ground steam lines or on exterior façades of buildings. 
2.  Determine if asbestos hazards present or if asbestos materials will be impacted during any type of planned renovation work.
3.  Collect bulk samples of suspect asbestos-containing materials once it is determined how many and in what locations samples must be collected.  At the completion of collecting a sample, return the surface from which the sample was obtained back to the original condition or apply a proper patch to that location.  Properly contain and document the bulk sample and deliver all samples to the scheduled vendor for laboratory analysis.
4.  Review contract documents - Scope of work, specifications and/or drawings to determine what building components are to be impacted that may contain asbestos.
5.  Complete field documents and forms; download, sort through and label photographs; review and cross reference contract drawings and/or specifications against field investigations and laboratory analysis of bulk samples to be able to process a possible NYC DEP ACP-5 form.
6.  Assist the asbestos contract oversight and inspection staff when needed.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, visit the link below:

http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf


Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. A valid certification as a Certified Asbestos Investigator issued by the New York City Department of Environmental Protection pursuant to Local Law 76/85 as amended. This certification requirement must be maintained for the duration of employment.

License Requirement: Eligibles will be required to possess a motor vehicle driver's license valid in the State of New York.  This license must be maintained for the duration of employment.","1. Knowledge of NYC Department of Environmental Protection regulations; Rules of the City of NY Title 15 Chapter 1.
2. Knowledge of NYS Department of Labor regulations; 12 NYCRR Part 56.
3. Knowledge of NIOSH practices and procedures; 9002.
4. Knowledge of Occupational Safety and Health regulations; 29 CFR 1910 and 1926.
5. Detail oriented and good organizational skills.
6. Understanding of contract specifications and construction drawings.
7. Proficiency with Microsoft Office applications, i.e., Excel, Word, Outlook and JPG files.","NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""Apply Now"" button.",NYCHA has residency requirements.,386730
"THIS IS A TEMPORARY POSITION

Under direct supervision, selected candidate will assist in the routine maintenance operation and repair of public buildings, structures, and the equipment they contain; make necessary repairs to the various components and appliances in apartments; perform related work at New York City Housing Authority Developments (NYCHA).

Responsibilities will include, but not be limited to the following:

1. Prepare developments for Public Housing Assessment System (PHAS) yearly inspection by making necessary repairs to doors, windows, lights, walls, floors, ceilings and electrical panels, etc.
2. Conduct apartment inspections by performing visual inspection of apartments and make necessary repairs to the various components and appliances in the apartment.
3. Address fire safety concerns by securing entrance doors and windows.
4. Assist in move out preparation which includes making necessary apartment repairs in preparation for rental.
5. Complete public space repairs; assist with clearing stoppages; making necessary repairs to doors, lights, walls, floors, ceilings and electrical panels utilizing equipment to clear waste lines in basement crawlspaces.
6. Respond to appointments scheduled by the Customer Contact Center (call center); assess and recommend repairs to be made by skilled trades.","1. Three years of full-time satisfactory experience as a mechanic, journey person or helper in the electrical trades, the mechanical trades, or the construction or maintenance of buildings; or
2. A satisfactory combination of education and experience that is equivalent to ""1"" above. Education may be substituted for experience on the basis that each one year of full-time training in the electrical, mechanical, or construction trades in a trade school or vocational high school approved by a State’s Department of Education or a recognized accrediting organization, may be substituted for six months of the experience described in ""1"" above. However, all candidates must have a minimum of two years of experience as described in ""1"" above.","SPECIAL NOTE:

1. This is a temporary assignment for a period not to exceed six months.
2. Selected candidates will be required to travel throughout the five boroughs.","Click the ""Apply Now"" button.",NYCHA has no residency requirements.,398096
"In December 2018, Mayor de Blasio and New York City Housing Authority (NYCHA) released NYCHA 2.0, a comprehensive plan to fix and preserve public housing.  NYCHA’s Real Estate Development Department (REDD) is charged with leading and structuring real estate transactions that will address over $15 billion in capital needs.  REDD will utilize the following three tools to generate the necessary revenue:

1) Permanent Affordability Commitment Together (PACT) – PACT will use U.S. Department of Housing and Urban Development (HUD) Section 8 programs to fund renovations and convert public housing (Section 9) apartments to permanently affordable housing.  NYCHA plans to convert 62,000 apartments over 10 years, which will address $12.8 billion of capital needs.

2) Build to Preserve (BTP) – New mixed-income buildings will be constructed on some underutilized spaces across the NYCHA portfolio.  NYCHA expects to address $2 billion in capital need across approximately 10,000 apartments.

3) Transfer to Preserve (TTP) – NYCHA will sell a portion of its estimated 80 million square feet of unused development rights (“air rights”) to adjacent privately-owned sites.  TTP will generate $1 billion for capital repairs at adjacent developments.

Under the direction of the Environmental Planner, the Junior Environmental Planner will support NYCHA 2.0 Real Estate Development projects, as well as other NYCHA programs and departmental initiatives, with local, state and federal government assistance, requiring compliance with City Environmental Quality Review (CEQR), the State Environmental Quality Review Act (SEQRA), and the National Environmental Policy Act (NEPA).

The Junior Environmental Planner will work on a team with technical knowledge related to real estate development, public housing, architecture, planning, and urban design. The key responsibilities for this position include but are not limited to the following:

•    Manage and participate in the preparation of EAS, EAF, EIS, and similar environmental review documentation for multiple real estate transactions and other departmental initiatives.
•    Assist with the administration of the CEQR, SEQRA, and NEPA processes.
•    Consult and coordinate with local, state, and federal regulatory agencies.
•    Serve as the NYCHA liaison for inter-agency environmental collaborations.
•    Become familiar with related city review processes (ULURP, etc.).
•    Support the Agency’s environmental response activities as required.
•    Presentation of analyses to NYCHA Executive Team, NYCHA Board, City Hall, and inter-agency partners.
•    Establishing project timelines and assuring projects are completed on schedule.
•    Draft requests for proposals.
•    Working closely with colleagues from NYC, NY State, and Federal agencies involved in the development of affordable housing.
•    Presenting to residents, elected officials and community members.
•    In the temporary absence of supervisor, may assume the duties of that position.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, visit the link below:
http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. A baccalaureate degree from an accredited college or university and two years of full-time, satisfactory professional experience in planning, analysis, coordination and/or development of housing projects or programs; or

2. Graduate study from an accredited college or university  in the field of urban studies, city planning, real estate development, public administration, public policy, finance, community organization, architecture, or urban design, may be substituted for up to one year of the required experience on the basis of 30 credits for one year.
However, all candidates must have at least a baccalaureate degree and one year of the experience described in ""1"" above.","1. Proficiency with the 2014 CEQR Technical Manual.
2. Exceptional verbal, written, and interpersonal communication skills.
3. Team oriented.
4. Strong computer and database skills.","NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""Apply Now"" button.",NYCHA has no residency requirements.,398564
"Job Description

In December 2018, Mayor de Blasio and New York City Housing Authority (NYCHA) released NYCHA 2.0, a comprehensive plan to fix and preserve public housing.  NYCHA’s Real Estate Development Department (REDD) is charged with leading and structuring real estate transactions that will address over $15 billion in capital needs.  REDD will utilize the following three tools to generate the necessary revenue:

1) Permanent Affordability Commitment Together (PACT) – PACT will use U.S. Department of Housing and Urban Development (HUD) Section 8 programs to fund renovations and convert public housing (Section 9) apartments to permanently affordable housing.  NYCHA plans to convert 62,000 apartments over 10 years, which will address $12.8 billion of capital needs.

2) Build to Preserve (BTP) – New mixed-income buildings will be constructed on some underutilized spaces across the NYCHA portfolio.  NYCHA expects to address $2 billion in capital need across approximately 10,000 apartments.

3) Transfer to Preserve (TTP) – NYCHA will sell a portion of its estimated 80 million square feet of unused development rights (“air rights”) to adjacent privately-owned sites.  TTP will generate $1 billion for capital repairs at adjacent developments.

Under the direction of the Senior Vice President for Real Estate, the Project Manager will assist with the financial modeling and analysis of housing development projects on property owned by NYCHA, preservation projects to rehabilitate and preserve NYCHA-owned public housing, and other NYCHA Real Estate Development activities.
In addition to playing an important role in executing NYCHA 2.0, the Project Manager will also work on projects under NYCHA’s 100% Affordable Housing Program.  The program aims to build 10,000 units of affordable housing on underused NYCHA-owned land. The Project Manager will be responsible for projects associated with these programs as well as other departmental initiatives.

The Project Manager will work on a team with technical knowledge related to real estate development, public housing, architecture, planning, and urban design. The Project Manager will work on multiple projects crucial to implementing NYCHA 2.0. The key responsibilities for this position include, but are not limited to:

•Administer multiple real estate transactions.
•Financial analysis and modeling for new construction and preservation projects.
•Review and evaluation of due diligence materials as it relates to project financing, including ground leases, loan documents and appraisals.
•Identify and analyze potential funding sources.
•Underwriting of mortgage or sponsor loans for new construction and preservation projects.
•Assist NYCHA legal department in preparing contract and closing documents.
•Coordination of financial closings with internal and external parties, including developers, City and State agencies, lenders, and bond underwriters.
•Representing NYCHA in meetings with inter-agency representatives, development partners, lenders, and residents.
•Draft requests for proposals.
•Work closely with colleagues from NYC, NY State, and Federal agencies involved in the development of affordable housing.
•Presenting to residents, elected officials and community members.
•In the temporary absence of supervisor, may assume the duties of that position.
•Other tasks related to housing development finance.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the following link: http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. A baccalaureate degree from an accredited college or university and two years of full-time, satisfactory professional experience in planning, analysis, coordination and/or development of housing projects or programs; or

2. Graduate study from an accredited college or university  in the field of urban studies, city planning, real estate development, public administration, public policy, finance, community organization, architecture, or urban design, may be substituted for up to one year of the required experience on the basis of 30 credits for one year.
However, all candidates must have at least a baccalaureate degree and one year of the experience described in ""1"" above.","Preferred Skills

1.Technical knowledge related to finance, real estate, public administration, and other related professional fields to ensure accurate interpretation of policies, legislation, regulations and standards applied to problems involving land use, zoning, infrastructure, finance and other planning issues.
2.Proven strength in the use of spreadsheets, database and presentation applications, including Excel and PowerPoint.
3.Knowledge of New York City, New York State, and Federal affordable housing programs and the housing development process.
4.Strong interpersonal, written, verbal, and analytical skills.
5.Experience in Microsoft Office (Word, Excel, Access, Project and PowerPoint).","NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""Apply Now"" button.",NYCHA has no residency requirements.,397076
"The New York City Housing Authority (NYCHA) is the nation’s largest public housing authority, with an operating budget of $3.3 billion and approximately 10,600 employees who manage and maintain 326 developments that house over 400,000 residents. NYCHA also operates the country’s largest Section 8 program, which provides rental assistance to over 200,000 additional families.
The Construction Project Manager who reports directly to the Deputy Director will have responsibilities that include, but are not limited to the following:

1. Assist with the implementation of IPM (Integrated Pest Management) at NYCHA.
2. Monitor vendor field work to ensure effective, compliant procedures are used by vendors and act as vendor supervisor to help solve issues that might arise in the developments throughout the five boroughs
3. Work with the development coordinator and development staff to record the work that the vendor has completed and review inspection records.
4. Use handheld device to support the different task when relevant.
5. Escalate issues to the Deputy Director on progress at developments and help solve recurring problems that occur.
6. Review reports and inspection activities to determine compliance with rules and policies and to ensure the uniformed application of contract scope obligations.
7. Perform special project tasks, ad-hoc analyses, and prepare relevant reports and presentations as assigned.
8.     Provide oversight assistance to the other units within the Department.","1. A four-year high school diploma or its educational equivalent approved by a State’s Department of Education or a recognized accrediting organization, and five years of full-time satisfactory experience managing and/or inspecting one or more construction projects which must have a total cost of at least $300,000 for each of the five years of the required experience; or
2. One year of the experience as described in “1” above and a baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U. S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA), in engineering, engineering technology, architecture, architectural technology, landscape architecture, construction, construction technology, or construction management; or
3. One year of the experience as described in “1” above and a valid license as a professional engineer, registered architect, or registered landscape architect, issued by a board of examining engineers, architects, or landscape architects duly established and qualified pursuant to the laws of any state or territory of the United States; or
4. A four-year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization, and a combination of at least two years of experience as described in “1” above and the education as described in “2” above to equal a total of five years of education and experience. Matriculation in an undergraduate college degree program as described in “2” above may be substituted for experience on the basis of 30 semester credits for one year of satisfactory full-time experience up to a maximum of three years of experience.

Note: Candidates must specify for each construction project they worked on: a description of the construction project, the time period they worked on the construction project, and the type of work they performed. Candidates must also specify the money allotted for the project.

Driver License Requirement: At the time of appointment to this position, you must have a motor vehicle driver license valid in the State of New York. If you have moving violations, license suspension or an accident record, you may be disqualified. This license must be maintained for the duration of your employment.

5. For Assignment to Level II, In addition to meeting the ""Qualification Requirements"" above, candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in ""1"" above.
6.  For Assignment to Level III, in addition to meeting the Qualification Requirements for Construction Project Manager, candidates must have two additional years of satisfactory full-time experience working in Construction Project Manager Assignment Level I and II; or two additional years of satisfactory full-time experience as described in question ""1"" above and possess a motor vehicle driver license valid in the State of New York which must be maintained for the duration of employment noting that if you have moving violations, license suspension or an accident record, you may be disqualified.","1. Experience conducting physical apartment inspections for public housing and Section 8 programs; and/or
2. Experience performing large scale contact management work for public or private large landlord or contractor.
3. Experience using wireless handheld computer devices to record data.
4. Basic computer skills; experience using Microsoft Outlook.","NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""Apply Now"" button.",NYCHA has no residency requirements.,394896
"THIS IS A 6-MONTH TEMPORARY ASSIGNMENT.

The New York City Housing Authority is seeking H.V.A.C Technicians whose task will include, but are not limited to the following:

• Serve as refrigeration mechanic repair.  Clean, test, inspect and maintain refrigeration systems.
• Install and repair refrigeration systems in commercial buildings, residential homes and health facilities.
• Review blueprints and able to follow wiring diagrams.
• Recover and properly dispose of refrigerants when servicing air conditionings.
• Repair and maintain gas fired heating units
• Record data and maintain maintenance log book daily; submit reports when inspecting systems, such as temperature of equipment, refrigerant pressures etc.
• Solder and braze refrigeration piping.
• Perform preventive/corrective maintenance to a wide variety of HVAC equipment.

Some physical activities include, but are not limited to the following:

• Load and unload light utility trucks; lift equipment up to 75 pounds.
• Lift equipment overhead; climb and descend ladders; work on height up to 50 feet; crouch to reach equipment being repaired or installed.

NOTE:  A Motor Vehicle Driver's License valid in the State of New York is required for this position.

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","Qualification Requirements

1. Five years of full-time satisfactory experience as a thermostat repairer acquired within the last ten years; or

2. At least three years of experience as described in ""1"" above and either sufficient experience in the thermostat repairing field as a helper or apprentice, or sufficient training of a relevant nature acquired in an approved trade, technical or vocational high school to make up the equivalent of the remaining required experience. Six months of acceptable experience will be credited for each year of the above helper or apprenticeship experience or training.",THIS IS A 6-MONTH TEMPORARY ASSIGNMENT.,"Click the ""Apply Now"" button.",NYCHA has no residency requirements.,396434
"The New York City Housing Authority (NYCHA) is the nation’s largest public housing authority, with an operating budget of $3.3 billion and approximately 10,600 employees who manage and maintain 326 developments that house over 400,000 residents. NYCHA also operates the country’s largest Section 8 program, which provides rental assistance to over 200,000 additional families.

NYCHA is standing a new Unit reporting directly to the General Manager (or COO), in charge of performing the operational side of environmental hazard compliance. The first division to launch is the Lead-Based Paint Reduction division. Reporting to the Deputy Director of the Lead-Based Paint Division in the Healthy Homes Unit (HHU) will be responsible for the overall management and administration of all lead-based paint operations at NYCHA. This includes but is not limited to, annual visual assessments, biennial re-evaluations, elevated blood lead level response, lead safe work practices, lead paint abatement, and training and certification, all in accordance with the US Department of Housing and Urban Development (HUD) Lead Safe Housing Rule et seq., the HUD Guidelines for the Evaluation and Control of Lead-Based Paint Hazards in Housing issued pursuant to Section 1017 of the Residential Lead-Based Paint Hazard Reduction Act of 1992 (Title X), and the New York City Childhood Lead Poisoning Prevention Act of 2003 et seq.
Responsibilities include, but are not limited to the following:
1. Manage lower level Construction Project Managers.
2. Monitor vendor field work on visual inspection and paint correction in units, common areas and exteriors to ensure effective, compliant procedures are used by vendors and act as vendor supervisor to help solve issues that might arise in the developments throughout the five boroughs.
3. Work with the development coordinator and development staff, reports on vendor work completed.
4. Use wireless handheld computer device to support the different task when relevant.
5. Escalate issues to the Assistant Director on progress at developments and help solve recurring problems that occur.
6. Support Quality assurance inspections at assigned NYCHA public housing developments.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the following link: http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. A four-year high school diploma or its educational equivalent approved by a State’s Department of Education or a recognized accrediting organization, and five years of full-time satisfactory experience managing and/or inspecting one or more construction projects which must have a total cost of at least $300,000 for each of the five years of the required experience; or
2. One year of the experience as described in “1” above and a baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U. S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA), in engineering, engineering technology, architecture, architectural technology, landscape architecture, construction, construction technology, or construction management; or
3. One year of the experience as described in “1” above and a valid license as a professional engineer, registered architect, or registered landscape architect, issued by a board of examining engineers, architects, or landscape architects duly established and qualified pursuant to the laws of any state or territory of the United States; or
4. A four-year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization, and a combination of at least two years of experience as described in “1” above and the education as described in “2” above to equal a total of five years of education and experience. Matriculation in an undergraduate college degree program as described in “2” above may be substituted for experience on the basis of 30 semester credits for one year of satisfactory full-time experience up to a maximum of three years of experience.

Note: Candidates must specify for each construction project they worked on: a description of the construction project, the time period they worked on the construction project, and the type of work they performed. Candidates must also specify the money allotted for the project.

Driver License Requirement: At the time of appointment to this position, you must have a motor vehicle driver license valid in the State of New York. If you have moving violations, license suspension or an accident record, you may be disqualified. This license must be maintained for the duration of your employment.

5. For Assignment to Level II, In addition to meeting the ""Qualification Requirements"" above, candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in ""1"" above.
6.  For Assignment to Level III, in addition to meeting the Qualification Requirements for Construction Project Manager, candidates must have two additional years of satisfactory full-time experience working in Construction Project Manager Assignment Level I and II; or two additional years of satisfactory full-time experience as described in question ""1"" above and possess a motor vehicle driver license valid in the State of New York which must be maintained for the duration of employment noting that if you have moving violations, license suspension or an accident record, you may be disqualified.","1. Experience conducting physical apartment inspections for public housing and Section 8 programs; and/or
2. Experience performing lead-based paint correction and remediation work for public or private large landlord or contractor.
3. Experience using wireless handheld computer devices to record data.
4. Basic computer skills; experience using Microsoft Outlook.","Click the ""apply now"" button.",NYCHA has no Residency Requirements.,394721
"The New York City Housing Authority (NYCHA) is the nation’s largest public housing authority, with an operating budget of $3.3 billion and approximately 10,600 employees who manage and maintain 326 developments that house over 400,000 residents. NYCHA also operates the country’s largest Section 8 program, which provides rental assistance to over 200,000 additional families.

NYCHA is standing a new Unit reporting directly to the General Manager (or COO) in charge of performing the operational side of environmental hazard compliance. The first division to launch is the Lead-Based Paint Reduction division.  Reporting to the Deputy Director of the Lead-Based Paint Division in the Healthy Homes Unit (HHU), it will be responsible for the overall management and administration of all lead-based paint operations at NYCHA.  This includes, but is not limited to, annual visual assessments, biennial re-evaluations, elevated blood lead level response, lead safe work practices, lead paint abatement, and training and certification, all in accordance with the US Department of Housing and Urban Development (HUD) Lead Safe Housing Rule, et seq., the HUD Guidelines for the Evaluation and Control of Lead-Based Paint Hazards in Housing issued pursuant to Section 1017 of the Residential Lead-Based Paint Hazard Reduction Act of 1992 (Title X), and the New York City Childhood Lead Poisoning Prevention Act of 2003, et seq.

The Field Construction Project Manager will report directly to the Assistant Director of Contracts and Communication and, under direction thereof, performs construction management work overseeing routine reconstruction projects, or assists in overseeing new construction or major reconstruction projects and/or maintenance/repair projects involving a high level of complexity and/or of exceptionally high dollar value.  More specifically, in addition to performing the duties of Assignment Level I, responsibilities include, but are not limited to, the following:

1. Monitor vendor field work on visual inspection and paint correction in units, common areas and exteriors to ensure effective, compliant procedures are used by vendors and act as vendor  supervisor to help solve issues that might arise in the developments throughout the five boroughs.
2. Work with the development coordinator and development staff, reports on vendor work completed.
3. Use wireless handheld computer device to support different tasks when relevant.
4. Escalate issues to the Assistant Director on progress at developments and helping solve recurring problems.
5. Support Quality Assurance inspections at assigned NYCHA public housing developments.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the following link: http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. A four-year high school diploma or its educational equivalent approved by a State’s Department of Education or a recognized accrediting organization, and five years of full-time satisfactory experience managing and/or inspecting one or more construction projects which must have a total cost of at least $300,000 for each of the five years of the required experience; or
2. One year of the experience as described in “1” above and a baccalaureate degree from an accredited college or university, accredited by regional, national, professional or specialized agencies recognized as accrediting bodies by the U. S. Secretary of Education and by the Council for Higher Education Accreditation (CHEA), in engineering, engineering technology, architecture, architectural technology, landscape architecture, construction, construction technology, or construction management; or
3. One year of the experience as described in “1” above and a valid license as a professional engineer, registered architect, or registered landscape architect, issued by a board of examining engineers, architects, or landscape architects duly established and qualified pursuant to the laws of any state or territory of the United States; or
4. A four-year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization, and a combination of at least two years of experience as described in “1” above and the education as described in “2” above to equal a total of five years of education and experience. Matriculation in an undergraduate college degree program as described in “2” above may be substituted for experience on the basis of 30 semester credits for one year of satisfactory full-time experience up to a maximum of three years of experience.

Note: Candidates must specify for each construction project they worked on: a description of the construction project, the time period they worked on the construction project, and the type of work they performed. Candidates must also specify the money allotted for the project.

Driver License Requirement: At the time of appointment to this position, you must have a motor vehicle driver license valid in the State of New York. If you have moving violations, license suspension or an accident record, you may be disqualified. This license must be maintained for the duration of your employment.

5. For Assignment to Level II, In addition to meeting the ""Qualification Requirements"" above, candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in ""1"" above.
6.  For Assignment to Level III, in addition to meeting the Qualification Requirements for Construction Project Manager, candidates must have two additional years of satisfactory full-time experience working in Construction Project Manager Assignment Level I and II; or two additional years of satisfactory full-time experience as described in question ""1"" above and possess a motor vehicle driver license valid in the State of New York which must be maintained for the duration of employment noting that if you have moving violations, license suspension or an accident record, you may be disqualified.","1. Experience conducting physical apartment inspections for public housing and Section 8 programs; and/or
2. Experience performing lead-based paint correction and remediation work for public or private large landlord or contractor.
3. Experience using wireless handheld computer devices to record data.
4. Basic computer skills; experience using Microsoft Outlook.","Click the ""apply button' now.",NYCHA has no residency requirements.,394725
"The New York City Housing Authority (NYCHA) is the nation’s largest public housing authority, with an operating budget of $3.3 billion and approximately 10,600 employees who manage and maintain 326 developments that house over 400,000 residents. NYCHA also operates the country’s largest Section 8 program, which provides rental assistance to over 200,000 additional families.

NYCHA is standing a new Unit reporting directly to the General Manager (or COO), in charge of performing the operational side of environmental hazard compliance. The first division to launch is the Lead-Based Paint Reduction division. Reporting to the Deputy Director of the Lead-Based Paint Division in the Healthy Homes Unit (HHU) will be responsible for the overall management and administration of all lead-based paint operations at NYCHA. This includes but is not limited to, annual visual assessments, biennial re-evaluations, elevated blood lead level response, lead safe work practices, lead paint abatement, and training and certification, all in accordance with the US Department of Housing and Urban Development (HUD) Lead Safe Housing Rule et seq., the HUD Guidelines for the Evaluation and Control of Lead-Based Paint Hazards in Housing issued pursuant to Section 1017 of the Residential Lead-Based Paint Hazard Reduction Act of 1992 (Title X), and the New York City Childhood Lead Poisoning Prevention Act of 2003 et seq.

The Construction Project Manager Intern responsibilities include, but are not limited to the following:

1. Scheduling and running job meetings.
2. Ensure contractors acquire permits and approval.
3. Ensure contractors obtain and maintain required insurance.
4. Review contractors work for compliance with contract specifications.
5. Assist higher level construction project managers.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the following link:
http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. Four years of full-time satisfactory experience performing construction inspection or construction management work on construction projects; or
2. Four years of full-time satisfactory experience in building construction as a journeyperson in one of more of the skilled building construction trades; or
3. A valid license as a professional engineer or registered architect issued by a board of examining engineers or architects duly established and qualified pursuant to the laws of any state or territory of the United States; or
4. A baccalaureate degree from an accredited college in architecture, architectural technology, landscape architecture, construction, construction technology or construction management, or chemical, civil including structural, bridge design or sanitary, electrical, or mechanical engineering or engineering technology; or
5. A combination of ""1,"" ""2"" and ""4"" above sufficient to equal a total of four years of education and experience. Education leading to a baccalaureate degree in the areas described in ""4"" above will be credited on the basis of 30 semester credits for each year of acceptable experience.

License Requirement
Possession of a Motor Vehicle Driver License valid in the State of New York. Employees must maintain the license during their employment.","1. Experience with public housing.
2. Experience performing lead-based paint correction and remediation work for public or private large landlord or contractor.
3. Experience using wireless handheld computer devices to record data.
4. Basic computer skills; experience using Microsoft Outlook.","1. Due to the existence of a civil service list, candidates must have permanent civil service status in the title of Resident Buildings Superintendent to apply.

2. NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""apply now"" button.",NYCHA has no residency requirements.,394733
"The New York City Housing Authority (NYCHA) is the nation’s largest public housing authority, with an operating budget of $3.3 billion and approximately 10,600 employees who manage and maintain 326 developments that house over 400,000 residents. NYCHA also operates the country’s largest Section 8 program, which provides rental assistance to over 200,000 additional families.

NYCHA is standing a new Unit reporting directly to the General Manager (or COO), in charge of performing the operational side of environmental hazard compliance. The first division to launch is the Lead-Based Paint Reduction division. Reporting to the Deputy Director of the Lead-Based Paint Division in the Healthy Homes Unit (HHU) will be responsible for the overall management and administration of all lead-based paint operations at NYCHA. This includes but is not limited to, annual visual assessments, biennial re-evaluations, elevated blood lead level response, lead safe work practices, lead paint abatement, and training and certification, all in accordance with the US Department of Housing and Urban Development (HUD) Lead Safe Housing Rule et seq., the HUD Guidelines for the Evaluation and Control of Lead-Based Paint Hazards in Housing issued pursuant to Section 1017 of the Residential Lead-Based Paint Hazard Reduction Act of 1992 (Title X), and the New York City Childhood Lead Poisoning Prevention Act of 2003 et seq.

The Lead Abatement Worker responsibilities include, but are not limited to the following:

1. Lead based paint removal and containment.
2. Follow rules and regulations when working with Lead Based Paint.
3. Record data from work that is performed.

Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.","1. Three years of full-time satisfactory experience in general maintenance/construction work involving carpentry, painting, plastering, and/or plumbing.

Driver's License Requirement
Before you can be appointed to this position, you must have a motor vehicle driver's license valid in the State of New York.  This license must be maintained for the duration of your employment.","1. Experience with public housing.
2. Experience performing lead-based paint correction and remediation work for public or private large landlord or contractor.
3. Experience using wireless handheld computer devices to record data.
4. Basic computer skills; experience using Microsoft Outlook.","Due to the existence of a Civil Service list, candidates must have permanent civil service status in the title of Lead Abatement Worker to apply.

NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).","Click the ""apply now"" button.",NYCHA has no residency requirements.,394730
