jobNum,title,Link,shortCategory,longCategory
"350249","Analyst - 350249","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=350249&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"246734","Compliance Review Unit Supervisor - 246734","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=246734&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"230974","Best Practices Coach - 230974","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=230974&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"243640","Juvenile Justice Trainer - 243640","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=243640&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"243816","IT Infrastructure Project Manager - 243816","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=243816&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"242174","Policy Writer - 242174","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=242174&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"242175","Supervising Budget Analyst Early Care &Education - 242175","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=242175&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"241003","Directory Services Support - 241003","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=241003&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"239204","Child Welfare Analyst - 239204","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239204&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"239551","Asset Management Specialist - 239551","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239551&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"239048","APA Foster Care Program Evaluator - 239048","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239048&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"239052","Child Welfare Trainer - 239052","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=239052&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"237577","Senior Budget Analyst - 237577","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=237577&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"237576","Deputy Budget Director - 237576","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=237576&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"234203","Business and Data Analyst Manager - 234203","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=234203&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"231945","Quality Improvement Specialist - 231945","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=231945&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"228550","Director of Senior Practice Consultation - 228550","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=228550&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"187714","Network Engineer I LAN/WAN - 187714","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=187714&PostingSeq=1&",067,"ADMINISTRATION FOR CHILDRE"
"441278","Director of Information Technology - 441278","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441278&PostingSeq=1&",073,"BOARD OF CORRECTIONS"
"315940","Standards Specialist (Monitor) - 315940","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=315940&PostingSeq=1&",073,"BOARD OF CORRECTIONS"
"441113","Speechwriter - 441113","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441113&PostingSeq=1&",010,"BOROUGH PRESIDENT-MANHATTA"
"404501","City Planner - 404501","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=404501&PostingSeq=1&",013,"BOROUGH PRESIDENT-QUEENS"
"390020","Assistant Counsel - 390020","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=390020&PostingSeq=1&",013,"BOROUGH PRESIDENT-QUEENS"
"386195","Engineering - 386195","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=386195&PostingSeq=1&",013,"BOROUGH PRESIDENT-QUEENS"
"384958","Topographical - 384958","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384958&PostingSeq=1&",013,"BOROUGH PRESIDENT-QUEENS"
"403522","Agency Attorney - 403522","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=403522&PostingSeq=1&",831,"BUSINESS INTEGRITY COMMISS"
"403516","Executive Agency Counsel - 403516","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=403516&PostingSeq=1&",831,"BUSINESS INTEGRITY COMMISS"
"361229","Salesforce Specialist - 361229","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=361229&PostingSeq=1&",831,"BUSINESS INTEGRITY COMMISS"
"357984","Computer Systems Manager - 357984","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=357984&PostingSeq=1&",831,"BUSINESS INTEGRITY COMMISS"
"440193","Investigator Level 1 - 440193","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440193&PostingSeq=1&",054,"CIVILIAN COMPLAINT REVIEW"
"441231","Records Access Officer - 441231","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441231&PostingSeq=1&",054,"CIVILIAN COMPLAINT REVIEW"
"439196","Human Rights Specialist (Infoline) - 439196","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439196&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"439200","Supervising Attorney-Discrimination in Housing & Public Accommodations - 439200","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439200&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"432978","Agency Attorney 2 - 432978","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432978&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"432997","Agency Attorney I - Early Intervention Unit - 432997","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432997&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"431033","Program & Policy Specialist for Racial and Restorative Justice - 431033","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431033&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"424572","Procurement & Compliance Analyst - 424572","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424572&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"423941","Agency Attorney I - 423941","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423941&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"421783","Agency Attorney 1 - 421783","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421783&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"419921","Associate Human Rights Specialist - 419921","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=419921&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"416057","Information Technology Program Director - 416057","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416057&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"415862","Supervising Attorney-Employment - 415862","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415862&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"405753","Discriminatory Harassment Investigator - 405753","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=405753&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"384600","SUPERVISING ATTORNEY - 384600","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384600&PostingSeq=1&",226,"COMMISSION ON HUMAN RIGHTS"
"413319","DEPUTY DIRECTOR, PARTNERSHIPS AND COMMUNICATIONS - 413319","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=413319&PostingSeq=1&",801,"DEPARTMENT OF BUSINESS SER"
"413325","PROJECT MANAGER - 413325","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=413325&PostingSeq=1&",801,"DEPARTMENT OF BUSINESS SER"
"441255","Contract Auditor - 441255","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441255&PostingSeq=1&",868,"DEPARTMENT OF CITYWIDE ADM"
"440316","Director of Consumer Services - 440316","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440316&PostingSeq=1&",866,"DEPARTMENT OF CONSUMER AFF"
"440530","Staff Counsel - 440530","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440530&PostingSeq=1&",866,"DEPARTMENT OF CONSUMER AFF"
"435122","Senior Application Developer - 435122","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435122&PostingSeq=1&",866,"DEPARTMENT OF CONSUMER AFF"
"426727","Staff Counsel - 426727","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426727&PostingSeq=1&",866,"DEPARTMENT OF CONSUMER AFF"
"439139","Agency Attorney - 439139","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439139&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"438943","Assistant Commissioner, Financial Management & Budget Administration - 438943","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438943&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"438597","HIGH PRESSURE PLANT TENDER - 438597","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438597&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"435593","Policy Analyst - 435593","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435593&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"432393","EXTERMINATOR - 432393","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432393&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"432199","SharePoint Developer - 432199","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432199&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"432201","Software Support Analyst - 432201","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432201&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"426409","Senior Correctional Institution Administrator, PREA - 426409","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426409&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"424739","Infrastructure Project Manager - 424739","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424739&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"424454","Desktop Support Technician - 424454","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424454&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"424469","Voice Communication Specialist - 424469","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424469&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"423322","Assistant Commissioner, Internal Communications - 423322","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423322&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"420708","Investigator - 420708","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=420708&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"415211","Data Analyst - 415211","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415211&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"393911","Director, Borough Based Jail System - 393911","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=393911&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"387572","DIRECTOR OF DATA ANALYTICS AND RESEARCH - 387572","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=387572&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"384305","Technical Project Manager - 384305","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384305&PostingSeq=1&",072,"DEPARTMENT OF CORRECTION"
"427543","Executive Director of Materials for the Arts - 427543","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=427543&PostingSeq=1&",126,"DEPARTMENT OF CULTURAL AFF"
"440565","Chief Financial Officer - 440565","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440565&PostingSeq=1&",850,"DEPARTMENT OF DESIGN AND C"
"432083","Design Engineer - 432083","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432083&PostingSeq=1&",850,"DEPARTMENT OF DESIGN AND C"
"432093","Resident Engineer - 432093","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432093&PostingSeq=1&",850,"DEPARTMENT OF DESIGN AND C"
